gsis_id,season,source,pass_yards,pass_tds,interceptions,rush_yards,rush_tds,receptions,rec_yards,rec_tds,points
00-0034355,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034356,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034357,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034361,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034365,2026,espn,0.0,0.0,0.0,0.0,0.0,3.805033775,35.98093234,0.150721208,8.307454257
00-0034371,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034373,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034376,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034377,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034381,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034383,2026,espn,0.0,0.0,0.0,0.0,0.0,59.51274696,552.4343576,3.076593725,133.21574507
00-0034384,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034386,2026,espn,0.0,0.0,0.0,0.0,0.0,3.088846787,41.3190225,0.222706218,8.556986345
00-0034391,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034397,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034413,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034419,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034431,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034437,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034446,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034465,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034473,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034485,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034488,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034573,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034577,2026,espn,138.1059861,0.9199325,0.704413351,2.931224865,0.042130814,0.0,0.0,0.0,8.341050112500001
00-0034613,2026,espn,0.0,0.0,0.0,0.0,0.0,13.08529563,110.2791338,0.896264414,29.490795493999997
00-0034657,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034673,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034675,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034720,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034721,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034753,2026,espn,0.0,0.0,0.0,34.76867387,0.673729532,57.93920688,617.5310286,7.092310165,169.76541530900002
00-0034754,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034760,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034771,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034773,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034775,2026,espn,0.0,0.0,0.0,0.0,0.0,9.698186034,129.2267483,0.830916054,27.606357188
00-0034778,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034779,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034780,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034782,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034789,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034790,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034794,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034796,2026,espn,3887.323727,26.02822842,9.713594068,671.2387306,3.689931744,0.0,0.0,0.0,329.44213814799997
00-0034796,2026,fantasypros,3652.1,28.3,9.6,640.4,3.2,,,,323.324
00-0034798,2026,espn,0.0,0.0,0.0,0.0,0.0,9.824795121,94.02609704,0.733640251,23.629246331
00-0034800,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034805,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034810,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034815,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034825,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034827,2026,espn,0.0,0.0,0.0,35.95570866,0.387858216,67.15210902,945.3103109,6.980206499,209.487099266
00-0034828,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034829,2026,espn,0.0,0.0,0.0,0.0,0.0,32.17868967,312.8449259,3.723319452,85.803098972
00-0034832,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034837,2026,espn,0.0,0.0,0.0,32.09635539,0.247633526,43.34476591,677.8076522,3.379212829,136.096244799
00-0034843,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034844,2026,espn,0.0,0.0,0.0,1285.40769,8.68948144,43.21056407,371.1262123,2.310463507,274.863623982
00-0034844,2026,fantasypros,,,,1299.1,8.2,41.7,330.4,2.1,266.45
00-0034855,2026,espn,3823.193723,24.61003101,11.5934355,323.2404651,1.390371845,0.0,0.0,0.0,268.84727954000005
00-0034856,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034857,2026,espn,3946.319073,26.2661675,11.56657841,579.902447,12.45115907,0.0,0.0,0.0,372.48147522
00-0034857,2026,fantasypros,3816.8,27.4,11.2,586.0,11.8,,,,369.272
00-0034869,2026,espn,4013.101829,24.04415261,12.35117139,125.5924239,0.849201469,0.0,0.0,0.0,249.65279202399998
00-0034874,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034941,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034959,2026,espn,0.0,0.0,0.0,0.0,0.0,4.194368295,28.45487398,0.22536582,8.392050613
00-0034960,2026,espn,0.0,0.0,0.0,31.98720172,0.287246121,69.82367621,767.056593,5.2071094,182.69418880799998
00-0034966,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034967,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034968,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034973,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034974,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034975,2026,espn,0.0,0.0,0.0,223.4133361,1.360529149,39.42861557,348.8466732,1.669603398,114.83541178200001
00-0034981,2026,espn,0.0,0.0,0.0,0.0,0.0,7.655816605,78.82543177,0.582539655,19.033597712000002
00-0034982,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034987,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0034993,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035020,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035021,2026,espn,0.0,0.0,0.0,26.257715,0.174251066,10.01647544,125.505537,0.589682823,29.776403974
00-0035026,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035100,2026,espn,162.7277389,1.047440992,0.720863859,5.491950857,0.085579817,0.0,0.0,0.0,10.319819793699999
00-0035125,2026,espn,0.0,0.0,0.0,8.593452118,0.080450989,7.924675243,58.67107577,0.225689456,16.487970701800002
00-0035133,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035144,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035156,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035166,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035190,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035192,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035208,2026,espn,0.0,0.0,0.0,0.0,0.0,14.29400137,142.3048131,0.63053698,32.30770456
00-0035227,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035228,2026,espn,3347.272825,19.47900672,9.950698802,443.77711,3.090454144,0.0,0.0,0.0,254.82597814000002
00-0035229,2026,espn,0.0,0.0,0.0,0.0,0.0,77.69752456,639.4173809,2.819933429,158.558863224
00-0035230,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035236,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035239,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035240,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035244,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035248,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035249,2026,espn,0.0,0.0,0.0,0.0,0.0,16.64975094,150.8323575,1.134724097,38.541331272
00-0035250,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035253,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035254,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035261,2026,espn,0.0,0.0,0.0,1044.209803,5.445213137,29.69802336,182.6100798,0.494946542,188.020969714
00-0035262,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035264,2026,espn,161.5158527,1.104422934,0.584027208,6.778589091,0.049661009,0.0,0.0,0.0,10.6860963911
00-0035269,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035272,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035276,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035277,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035279,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035280,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035286,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035289,2026,espn,141.6205518,0.628341017,0.593096652,2.549248048,0.030756443,0.0,0.0,0.0,7.4314562988
00-0035316,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035352,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035357,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035358,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035363,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035378,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035386,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035402,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035500,2026,espn,0.0,0.0,0.0,23.97359779,0.365356523,4.100745223,39.67366268,0.272688105,14.293739038
00-0035525,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035535,2026,espn,0.0,0.0,0.0,12.23423955,0.074545193,31.4994266,439.3909398,2.00798821,89.15714495300001
00-0035537,2026,espn,0.0,0.0,0.0,219.4442607,2.12578231,21.62578468,207.9492932,1.293408457,84.880284672
00-0035617,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035631,2026,espn,0.0,0.0,0.0,0.0,0.0,17.3118689,146.3145788,1.16683578,38.94434146
00-0035632,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035633,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035636,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035637,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035640,2026,espn,0.0,0.0,0.0,0.0,0.0,64.77227755,944.4325889,6.212958463,196.49328721799998
00-0035642,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035643,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035644,2026,espn,0.0,0.0,0.0,0.0,0.0,16.89506806,145.3224806,0.799526423,36.224474658
00-0035645,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035647,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035655,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035659,2026,espn,0.0,0.0,0.0,0.0,0.0,77.02268995,1053.347136,6.102255443,218.970936208
00-0035662,2026,espn,0.0,0.0,0.0,0.0,0.0,12.43320901,153.760213,1.018311371,33.919098536
00-0035663,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035669,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035672,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035674,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035676,2026,espn,0.0,0.0,0.0,0.0,0.0,85.74763587,1215.94546,7.011769773,249.41280050799998
00-0035676,2026,fantasypros,,,,0.0,0.0,87.6,1232.0,7.7,257.0
00-0035678,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035680,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035683,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035685,2026,espn,0.0,0.0,0.0,932.0147452,7.025590072,31.48321307,229.487859,0.60698888,193.428947202
00-0035689,2026,espn,0.0,0.0,0.0,0.0,0.0,24.94252666,264.9970818,2.755671596,67.97626441599999
00-0035692,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035699,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035700,2026,espn,0.0,0.0,0.0,1143.721536,12.20006009,35.94915426,279.8996133,1.626927193,261.273192888
00-0035704,2026,espn,134.307982,0.80545339,0.574841493,5.189243599,0.048264403,0.0,0.0,0.0,8.2529606319
00-0035705,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035707,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035710,2026,espn,3750.435504,19.60129196,11.14507781,307.152789,5.920811288,0.0,0.0,0.0,272.372579008
00-0035713,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035717,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035718,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035719,2026,espn,0.0,0.0,0.0,109.3557893,1.141466729,47.5979284,624.7494383,3.713730717,150.139635836
00-0035763,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035795,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035821,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035841,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035857,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035859,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035876,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035889,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035890,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035933,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035942,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035944,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035993,2026,espn,128.6860766,0.862091581,0.510296299,9.483243175,0.053160327,0.0,0.0,0.0,8.842503069499998
00-0036040,2026,espn,0.0,0.0,0.0,0.0,0.0,63.06685887,644.7521292,2.795170454,144.313094514
00-0036081,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036087,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036130,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036139,2026,espn,0.0,0.0,0.0,975.4133143,5.524535351,29.2401353,210.8777954,1.0793043,187.492284176
00-0036158,2026,espn,0.0,0.0,0.0,958.3916138,6.595136777,21.35700421,132.3939224,0.829552095,174.983691062
00-0036159,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036162,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036176,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036181,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036182,2026,espn,0.0,0.0,0.0,0.0,0.0,6.108479507,76.62583207,0.584371326,17.27729067
00-0036187,2026,espn,0.0,0.0,0.0,0.0,0.0,4.098687205,29.82701523,0.149748822,7.97988166
00-0036192,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036193,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036199,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036204,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036212,2026,espn,2170.736568,10.41916607,7.949373186,43.93315087,0.261500214,0.0,0.0,0.0,118.56969699899999
00-0036220,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036221,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036222,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036223,2026,espn,0.0,0.0,0.0,1499.765659,11.59072327,50.68139806,390.3844833,1.457900613,317.988155588
00-0036223,2026,fantasypros,,,,1504.6,12.9,42.9,341.5,1.5,313.90999999999997
00-0036224,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036231,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036244,2026,espn,0.0,0.0,0.0,0.0,0.0,27.99652885,291.5359424,3.1114732,75.81896229
00-0036249,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036252,2026,espn,0.0,0.0,0.0,0.0,0.0,88.43457685,863.2371311,3.933847056,198.361372296
00-0036253,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036259,2026,espn,0.0,0.0,0.0,0.0,0.0,46.47921299,486.3099714,3.335348504,115.12230115400001
00-0036260,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036262,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036264,2026,espn,3990.500654,24.99917752,10.70216777,212.636124,0.926478314,0.0,0.0,0.0,265.03488298400003
00-0036266,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036275,2026,espn,0.0,0.0,0.0,994.2775348,8.143829155,30.43019094,269.3707543,1.126867165,212.41919776999998
00-0036280,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036281,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036282,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036285,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036286,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036287,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036290,2026,espn,0.0,0.0,0.0,0.0,0.0,21.68492027,219.1486946,1.672285473,53.633502568
00-0036292,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036293,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036298,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036302,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036305,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036306,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036307,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036309,2026,espn,0.0,0.0,0.0,11.88736563,0.074545193,24.1259379,349.2468569,1.865556543,71.879970569
00-0036313,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036321,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036322,2026,espn,0.0,0.0,0.0,10.62812596,0.096183619,110.7371857,1375.649944,7.370369089,294.164308944
00-0036322,2026,fantasypros,,,,5.5,0.0,98.9,1310.9,7.1,273.14
00-0036323,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036329,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036331,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036333,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036335,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036338,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036348,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036349,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036355,2026,espn,3849.807567,25.64090768,10.98113593,406.4586502,2.351058168,0.0,0.0,0.0,289.34587556800005
00-0036358,2026,espn,0.0,0.0,0.0,12.68144195,0.105602643,103.4065668,1375.830489,8.577971173,294.359202791
00-0036358,2026,fantasypros,,,,12.6,0.0,97.5,1295.6,7.5,273.32
00-0036362,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036366,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036371,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036374,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036375,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036378,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036380,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036387,2026,espn,0.0,0.0,0.0,0.0,0.0,0.697009494,8.945817616,0.027272317,1.7552251576
00-0036388,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036389,2026,espn,3778.601594,23.52027892,9.170214726,437.8034104,9.147936089,0.0,0.0,0.0,325.5527075620001
00-0036389,2026,fantasypros,3570.5,24.2,7.4,461.3,8.4,,,,321.35
00-0036394,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036407,2026,espn,0.0,0.0,0.0,0.0,0.0,51.93380625,721.5927377,2.748335065,140.58309041
00-0036409,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036410,2026,espn,0.0,0.0,0.0,0.0,0.0,73.24997105,956.0374717,8.42740974,219.41817666000003
00-0036411,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036415,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036416,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036418,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036422,2026,espn,0.0,0.0,0.0,0.0,0.0,11.69079876,113.2997051,0.968938149,28.834398164000003
00-0036425,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036428,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036429,2026,espn,0.0,0.0,0.0,0.0,0.0,3.930474733,32.70640549,0.178189094,8.270249846
00-0036442,2026,espn,4131.698102,33.00846607,10.88487768,188.7943741,2.087735953,0.0,0.0,0.0,306.93788612800006
00-0036442,2026,fantasypros,4174.6,33.3,11.6,178.6,1.4,,,,303.24399999999997
00-0036479,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036480,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036500,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036501,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036502,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036504,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0036550,2026,espn,0.0,0.0,0.0,0.0,0.0,37.66884014,614.2197335,3.958013605,122.83889512
00-0036552,2026,espn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
